company_name,company_market,company_city,company_category_list,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
Crittercism,Mobile,San Francisco,|Mobile|,48.720,9.89,0,5,99
Message Bus,Services,San Francisco,|Utilities|Services|Email|Messaging|,19.300,8.81,0,17,32
Pinnacle Engines,Clean Technology,San Carlos,|Clean Technology|,13.500,9.5,0,11,14
SET,B2B,San Francisco,|Monetization|B2B|Search|Video|Advertising|,10.000,10,0,27,62
Fidelis,SaaS,San Francisco,|SaaS|Colleges|Education|,10.250,9.14,0,20,18
SecondLeap,High Schools,Cupertino,|Education|High Schools|Curated Web|,0.020,9,0,22,9
Lightwire,Enterprise Software,Santa Clara,|Enterprise Software|,18.000,10,0,1,47
Everlane,Fashion,San Francisco,|Fashion|E-Commerce|,1.100,9.64,0,7,88
Milk,Apps,San Francisco,|Apps|Mobile|,1.700,8.92,0,5,13
Zettaset,Business Intelligence,Mountain View,|Open Source|Analytics|Business Intelligence|Software|,13.000,9.67,0,22,94
Simplee,Health Care Information Technology,Palo Alto,|Health Care Information Technology|SaaS|Cloud Computing|Billing|Mobile Payments|Payments|Health Care|,17.800,7.85,0,23,55
Fingerprint,Online Gaming,San Francisco,|Online Gaming|Parenting|Education|Video Games|Mobile|Kids|Apps|Games|,20.000,7.25,0,3,29
Pluribus Networks,Data Center Infrastructure,Palo Alto,|Networking|Data Center Infrastructure|Big Data|Cloud Computing|Web Hosting|,42.800,9.71,0,24,11
The Lions,Recruiting,San Francisco,|Recruiting|Search|Sales and Marketing|Consulting|,0.250,5,0,19,33
CFEngine,Software,Mountain View,|Software|,13.000,10,0,6,1
Wingz,Collaboration,San Francisco,|Peer-to-Peer|Networking|Collaboration|Transportation|Green|Curated Web|,2.025,4.1,0,22,9
GameBuilder Studio,Mobile,Mountain View,|Mobile|Games|,0.023,1,0,3,29
Road Hero,Mobile,San Francisco,|Cars|Insurance|Reviews and Recommendations|Mobile|,0.300,9,0,22,9
Quixey,Search,Mountain View,|Search|,74.900,9.74,0,19,77
Chirply,Social Media,San Francisco,|Artists Globally|Events|Gift Card|Social Media|,1.100,8.12,0,22,9
Mediastay,Games,San Francisco,|Games|,21.500,10,0,3,29
July Systems,Mobile,San Francisco,|Android|iPhone|Advertising|Mobile|,30.163,9.75,0,22,94
WhatsApp,Messaging,Santa Clara,|Messaging|,58.250,10,0,17,32
Concurrent Inc,Application Performance Monitoring,San Francisco,|Developer APIs|Developer Tools|Development Platforms|Data Integration|Application Performance Monitoring|Software|Big Data|Enterprise Software|,14.900,10,0,22,94
myAchy,Mobile,Santa Clara,|Home Automation|iOS|Mobile|,0.085,1.5,0,22,9
Zencoder,Audio,San Francisco,|SaaS|Cloud Computing|Audio|Web Development|Data Security|Video|Software|,2.000,7.93,0,24,63
Clover,Mobile,Mountain View,|Payments|Open Source|SaaS|Mobile|,8.800,9,0,23,55
Pebble,Hardware + Software,Palo Alto,|Hardware + Software|,25.675,9.57,0,10,21
IndexTank,SaaS,San Francisco,|SaaS|Search|,1.600,8.4,0,19,33
Nutanix,Enterprise Software,San Jose,|Virtualization|Storage|Enterprise Software|,312.200,10,0,22,52
IO Turbine,Software,San Jose,|Software|,7.750,10,0,6,1
Aduro BioTech,Biotechnology,Berkeley,|Biotechnology|,91.981,10,0,2,49
Humble Bundle,Digital Media,San Francisco,|Games|Digital Media|Nonprofits|,4.480,10,0,22,9
Nitinol Devices & Components,Health Care,Fremont,|Health Care|,40.000,10,0,0,80
Limk,Content,San Francisco,|Content|Startups|Distribution|Advertising|,0.310,9.5,0,22,9
Magnet Systems,Sales and Marketing,Palo Alto,|Mobile Commerce|App Marketing|Cloud Computing|Cloud Management|B2B|Sales and Marketing|Mobile|,59.767,10,0,24,11
CloudPassage,Security,San Francisco,|Security|,53.000,9.73,0,12,28
Betabrand,Fashion,San Francisco,|Fashion|E-Commerce|,8.204,9.75,0,7,88
99designs,Design,San Francisco,|Marketplaces|Online Shopping|Crowdsourcing|Design|,35.000,9.25,0,21,31
AppDirect,PaaS,San Francisco,|Apps|PaaS|IaaS|SaaS|Enterprise Software|,55.750,9.6,0,22,61
BizeeBee,Fitness,Palo Alto,|Fitness|Startups|SaaS|Software|,0.870,4.63,0,22,9
Xlumena,Health Care,Mountain View,|Health Care|,46.923,10,0,0,80
WillCall,Ticketing,San Francisco,|Ticketing|Events|Mobile|,2.100,7.59,0,22,9
Signature,Retail,San Francisco,|Retail|Mobile|,1.100,8.8,0,22,9
ObjectLabs,Software,San Francisco,|Databases|Cloud Computing|Software|,8.000,10,0,24,63
Vasona Networks,Mobile,Santa Clara,|Mobile|,22.000,10,0,5,99
Omada Health,Education,San Francisco,|Education|Health and Wellness|,29.470,9.6,0,18,5
Nebula,Cloud Computing,Palo Alto,|Hardware|Cloud Computing|Enterprise Software|,38.500,9.6,0,24,11
Onavo,Mobile,Palo Alto,|Mobile|,13.000,10,0,5,13
Kinsights,Health and Wellness,San Francisco,|Parenting|Social Media|Kids|Health and Wellness|,0.020,9,0,18,5
BrainBot,Health and Wellness,San Francisco,|Health and Wellness|,0.020,9,0,18,5
Skimble,Android,San Francisco,|Android|iPhone|Health and Wellness|Exercise|Fitness|Mobile|,0.020,9,0,18,5
Genomera,Health and Wellness,Mountain View,|Pharmaceuticals|Medical|Clinical Trials|Health Care Information Technology|Social Media|Health and Wellness|,0.020,9,0,18,5
CellScope,Health Care Information Technology,San Francisco,|Health Care Information Technology|Telecommunications|Mobile Health|Hardware + Software|,5.620,9.5,0,0,8
News360,Curated Web,San Francisco,|Curated Web|,1.500,9,0,9,6
imgix,Internet Infrastructure,San Francisco,|Web Tools|Internet Infrastructure|,5.664,7.38,0,22,9
RewardMe,Advertising,Mountain View,|Tablets|Mobile|Incentives|Loyalty Programs|Advertising|,1.100,6,0,22,9
Verbling,Education,San Francisco,|Education|,1.020,8.33,0,20,18
Peel,Mobile,Mountain View,|Mobile|,86.700,10,0,5,79
NoiseToys,Music,San Francisco,|Music|,1.430,7.71,0,16,16
Genophen,Biotechnology,Redwood City,|Biotechnology|,5.427,10,0,2,46
Gigwalk,Crowdsourcing,San Francisco,|Crowdsourcing|Location Based Services|Mobile|Software|,17.800,9.44,0,22,94
Crown Bioscience,Biotechnology,Santa Clara,|Biotechnology|,55.350,9.8,0,2,3
Firespotter Labs,Curated Web,San Francisco,|Curated Web|,18.000,10,0,9,6
Ivalua,Software,Redwood City,|Software|,4.444,10,0,6,1
Funzio,Games,San Francisco,|Games|,20.000,10,0,3,29
scrible,Enterprise Software,San Mateo,|Enterprise Software|,0.500,9,0,1,47
GoPro,Hardware + Software,San Mateo,|3D|Hardware|Video|Hardware + Software|,288.205,10,0,10,35
UsTrendy,Fashion,Sunnyvale,|Fashion|,1.000,10,0,22,9
Feedzai,Software,San Mateo,|Software|,4.474,8.2,0,6,1
U-Systems,Health and Wellness,Sunnyvale,|Health and Wellness|,21.865,9.57,0,18,5
HotelTonight,Hotels,San Francisco,|Travel|Hotels|Mobile|,80.685,9.76,0,15,41
Proformative,Social Media,San Jose,|B2B|Social Media|,1.525,10,0,7,88
Sourcebits,Mac,San Francisco,|Apps|Web Development|Mobility|Cloud Computing|Android|iOS|iPhone|Internet|Mac|Software|,10.000,10,0,24,63
Inporia,E-Commerce,San Francisco,|Machine Learning|E-Commerce|,1.250,9.56,0,22,9
Gobble,Hospitality,Palo Alto,|Hospitality|,1.200,8.79,0,22,9
Alpine Data Labs,Big Data Analytics,San Francisco,|Big Data Analytics|Analytics|,23.500,9.75,0,13,39
Claritics,Analytics,Mountain View,|Enterprises|Analytics|Enterprise Software|,1.500,9,0,13,39
Typesafe,Software,San Francisco,|Software|,17.000,9.33,0,6,1
Interviewstreet,Curated Web,Mountain View,|Curated Web|,0.200,7.33,0,9,6
Mailgun,Messaging,Mountain View,|Services|Email|Messaging|,1.100,9.83,0,17,32
ToutApp,Software,San Francisco,|Software|,4.620,9.14,0,6,1
Hipster,Curated Web,San Francisco,|Curated Web|,1.000,9.64,0,9,6
StackMob,SaaS,San Francisco,|SaaS|PaaS|Developer APIs|Cloud Computing|Mobile|,7.500,10,0,24,63
WaterSmart Software,Software,San Francisco,|Software|,6.350,9.09,0,6,1
Tradeshift,Software,San Francisco,|Cloud Computing|Enterprise Software|Software|,129.000,10,0,24,57
BlueStacks,Home & Garden,Campbell,|Apps|Home & Garden|Android|Mobile|,30.041,10,0,22,94
Saygent,Enterprises,Mountain View,|Enterprises|Surveys|Audio|Analytics|,2.000,9.83,0,22,9
SQLstream,Big Data Analytics,San Francisco,|Internet of Things|Big Data Analytics|Big Data|,7.770,10,0,13,39
CrowdStar,Games,Burlingame,|News|Mobile|Mobile Games|Facebook Applications|Startups|Social Games|Games|,49.000,9.67,0,3,98
Masterbranch,Recruiting,San Francisco,|Identity|Open Source|Recruiting|Employment|Software|,0.470,4.71,0,22,9
Revel Systems,Point of Sale,San Francisco,|Point of Sale|Mobile Payments|Mobile|Analytics|,113.800,8.8,0,23,93
lark,Health and Wellness,Mountain View,|Health and Wellness|Hardware + Software|,4.100,9.8,0,18,5
AEGEA Medical,Biotechnology,Redwood City,|Biotechnology|,19.367,10,0,2,46
Resilient Network Systems,Web Hosting,San Francisco,|Web Hosting|,9.875,10,0,28,12
Milyoni,Social Buying,Pleasanton,|Social Buying|Games|,30.144,10,0,3,29
Slice,Curated Web,Palo Alto,|Curated Web|,38.026,9.83,0,9,78
Brightpearl,Business Services,San Francisco,|Startups|Small and Medium Businesses|Business Services|Accounting|CRM|Curated Web|,24.500,9.63,0,22,94
SiTime,Computers,Sunnyvale,|Computers|Semiconductors|,64.967,9.5,0,4,75
Verious,iOS,San Carlos,|Web Development|Android|iOS|Apps|Services|Mobile|,0.800,6.1,0,22,9
Primus Power,Clean Technology,Hayward,|Clean Technology|,31.000,9.6,0,11,14
Realm,Databases,San Francisco,|Developer Tools|Software|Mobile Software Tools|Mobile|Databases|,9.000,10,0,22,9
Lytro,Hardware + Software,Mountain View,|Photography|Hardware|Hardware + Software|,90.000,10,0,10,73
Hortonworks,Search,Palo Alto,|Search|Big Data|Software|Enterprise Software|,248.000,10,0,19,50
EAT Club,E-Commerce,Palo Alto,|E-Commerce|Hospitality|,16.500,8.81,0,7,17
Reclip.It,Curated Web,Mountain View,|Curated Web|,0.840,8.4,0,9,6
SightCall,Internet,San Francisco,|Collaboration|Embedded Hardware and Software|Mobile|Internet|Apps|Social Media|Video|Developer APIs|Cloud Computing|Enterprise Software|,4.600,10,0,24,63
RewardsPay,E-Commerce,Mountain View,|E-Commerce|,0.250,10,0,7,88
Rumble,Games,Redwood City,|Games|,35.500,9.86,0,3,29
Zoom,Collaboration,Santa Clara,|Collaboration|Enterprise Software|,1.600,4,0,1,47
HackerRank,Recruiting,Mountain View,|Recruiting|Social Media|,12.400,9,0,7,88
Mindflash,Software,Palo Alto,|Software|Systems|Education|Curated Web|,7.500,9,0,20,18
Juice In The City,Parenting,San Mateo,|Parenting|Curated Web|,6.000,9,0,9,6
CoverHound,Cars,San Francisco,|Cars|Finance|,9.431,8.75,0,14,27
RetailNext,Analytics,San Jose,|Retail|Analytics|,59.400,10,0,13,2
Greenvity Communications,Clean Technology,Milpitas,|Clean Technology|,7.000,7,0,11,14
SeptRx,Health Care,Fremont,|Health Care|,2.700,6,0,0,8
YapStone,Finance Technology,Walnut Creek,|Financial Services|Mobile Payments|Payments|Finance Technology|Finance|,53.400,10,0,23,55
Liquid Robotics,Clean Technology,Sunnyvale,|Clean Technology|,81.575,9.75,0,11,70
Cyterix Pharmaceuticals,Biotechnology,San Francisco,|Biotechnology|,16.490,10,0,2,46
Snapguide,Curated Web,San Francisco,|Curated Web|,10.000,9.29,0,9,6
Agile Energy,Clean Technology,San Bruno,|Clean Technology|,26.040,10,0,11,14
Drippler,App Discovery,Palo Alto,|iPod Touch|iPad|iPhone|Android|App Marketing|App Discovery|Mobile|,1.850,5.43,0,22,9
Leap Motion,Hardware + Software,San Francisco,|Content|Manufacturing|CAD|Kinect|Hardware|Software|Hardware + Software|,44.050,9.38,0,10,73
Revance Therapeutics,Health Care,Newark,|Health Care|Biotechnology|,113.620,10,0,0,66
AdexLink,Advertising,Campbell,|iOS|Android|Advertising|,2.000,5,0,22,9
BluePoint Security™,IT and Cybersecurity,Palo Alto,|IT and Cybersecurity|Software|Mobile Security|Security|,1.700,5,0,12,67
Everloop,Social Media,Danville,|Social Media|,3.100,7.29,0,7,88
BakedCode,Software,San Francisco,|Apps|Internet|Project Management|Software|,0.168,10,0,22,9
Robin Labs,Software,Palo Alto,|Software|,0.740,7.25,0,6,1
Streetline,SaaS,San Francisco,|SaaS|Mobile|Hardware + Software|,50.000,10,0,10,73
Marqeta,Curated Web,Emeryville,|Curated Web|,20.518,10,0,9,6
Addepar,SaaS,Mountain View,|SaaS|Finance|,65.840,9.3,0,14,45
DailyCred,Curated Web,San Francisco,|Curated Web|,0.420,8.17,0,9,6
AppRedeem,Mobile,San Francisco,|Mobile|iPad|iPod Touch|iPhone|Advertising|,0.700,10,0,22,9
RallyOn,Games,Menlo Park,|Games|Health and Wellness|iPhone|iPad|Mobile|Software|,1.500,6.25,0,18,5
Ultragenyx Pharmaceutical,Health Care,Novato,|Health Care|Biotechnology|,135.100,9.9,0,0,66
Cloud9 IDE,Open Source,San Francisco,|Open Source|Cloud Computing|Mobile|Software|Enterprise Software|,5.550,8.5,0,24,63
"Piston Cloud Computing, Inc.",Software,San Francisco,|IaaS|Open Source|Cloud Management|Cloud Computing|Software|,14.000,10,0,24,63
Bromium,Security,Cupertino,|Security|,75.800,10,0,12,28
Empowered Careers,Education,Campbell,|Education|,19.391,10,0,20,18
Touchstone Semiconductor,Semiconductors,Milpitas,|Semiconductors|,12.000,10,0,4,20
Compose,Networking,Mountain View,|Networking|Cloud Computing|Databases|Web Hosting|,6.417,10,0,24,63
Impermium,Security,Redwood City,|Security|,9.000,9.33,0,12,67
FlashSoft,Software,Sunnyvale,|Storage|Networking|Virtualization|Software|,3.000,10,0,26,87
Viralheat,Social Media Monitoring,San Mateo,|Social Media Monitoring|Predictive Analytics|Publishing|Social Media Management|Enterprise Software|,6.825,10,0,7,88
Connected,Software,San Francisco,|Networking|Software|,0.500,7.33,0,26,87
Turpitude,Games,Walnut Creek,|Games|,1.000,9.75,0,3,29
StyleSeat,Beauty,San Francisco,|Personal Health|Beauty|Social Network Media|Social Media|,14.900,9.47,0,7,17
Capriza,Enterprise Software,Palo Alto,|Mobile|Enterprise Software|,50.500,9.78,0,1,22
SalesPortal,Enterprise Software,Redwood City,|Enterprise Software|,4.935,9.25,0,1,47
Econais Inc.,Software,San Jose,|Software|M2M|Internet of Things|Wireless|,3.272,3,0,22,9
Byliner,Publishing,San Francisco,|Publishing|Media|Content|,1.000,8.4,0,22,9
Miselu Inc.,Android,San Francisco,|Wireless|Android|iPad|iOS|Music|,6.000,10,0,16,16
Adility,Local Based Services,San Francisco,|Coupons|Local Based Services|Network Security|Local Advertising|Advertising|,0.100,10,0,22,9
AnyCloud,Curated Web,Palo Alto,|Social Media|Mobile|Curated Web|,0.125,2,0,9,6
Nexgate,Brand Marketing,Burlingame,|Fraud Detection|Brand Marketing|Social Media|Enterprise Software|,4.300,6.2,0,7,88
Motif Investing,Brokers,San Mateo,|Financial Services|Brokers|Consumers|Finance|,86.000,10,0,22,0
App Annie,Analytics,San Francisco,|Analytics|,39.000,9.5,0,13,2
angelcam,Analytics,Mountain View,|Machine Learning|Computer Vision|Analytics|Internet of Things|Security|,0.330,3.2,0,22,9
Tripping,Vacation Rentals,San Francisco,|Vacation Rentals|Software|Technology|Networking|Hospitality|Travel|,1.000,10,0,26,87
MoPub,Mobile Advertising,San Francisco,|Mobile Advertising|Advertising|Mobile|,18.500,10,0,8,23
eCullet,Heavy Industry,Milpitas,|Heavy Industry|Manufacturing|,45.300,9,0,22,61
MemSQL,Databases,San Francisco,|Databases|Analytics|,45.000,9.26,0,13,2
skyrockit,Mobile,San Francisco,|Mobile|,2.600,10,0,5,13
Ignite Game Technologies,Games,San Francisco,|Games|,14.025,7.5,0,3,29
Maginatics,Enterprises,Mountain View,|Software Compliance|Software|Enterprises|,27.000,9.88,0,22,94
MotherKnows,Health Care,Palo Alto,|Health Care|Parenting|Health and Wellness|,3.450,9.43,0,18,5
drchrono,Electronic Health Records,Mountain View,|Doctors|Physicians|Electronic Health Records|Health Care|,6.725,9.21,0,0,8
DVS Sciences,Manufacturing,Sunnyvale,|Manufacturing|,14.600,10,0,29,56
WordWatch,Semantic Search,Foster City,|Small and Medium Businesses|Semantic Search|Search|SEO|Advertising|,1.400,8,0,19,33
MoboTap,Cloud Computing,San Francisco,|Cloud Computing|Mobile|,10.000,10,0,24,63
Nevro,Biotechnology,Menlo Park,|Biotechnology|,106.000,10,0,2,49
Ness Computing,iPhone,Los Altos,|Restaurants|App Stores|Apps|iPhone|Search|,20.000,10,0,22,94
NVELO,Storage,Santa Clara,|Storage|Software|,7.650,8,0,22,9
One Inc.,Mobile,San Francisco,|Mobile|,1.150,9.42,0,5,13
EvolveMol,Biotechnology,Berkeley,|Biotechnology|,0.040,9,0,2,46
Ethonova,Nonprofits,San Francisco,|Nonprofits|,0.040,9,0,22,9
CX,Enterprise Software,Palo Alto,|Enterprise Software|,7.660,9,0,1,47
Nearbuy Systems,Retail,San Mateo,|Retail|Analytics|,3.282,9.67,0,13,39
Citrus Lane,Subscription Businesses,Mountain View,|Subscription Businesses|Kids|E-Commerce|,6.600,10,0,22,9
Quid,Big Data Analytics,San Francisco,|SaaS|Big Data Analytics|Software|,24.000,9.75,0,13,39
Greenopedia,News,Berkeley,|News|,0.040,9,0,22,9
Pact Fitness,Fitness,San Francisco,|Finance|iPhone|Incentives|Mobile|Apps|Exercise|Fitness|Health and Wellness|,2.558,8.67,0,18,5
Phizzle,Sports,San Francisco,|Sports|,7.900,10,0,22,9
Aperia Technologies,Hardware + Software,Burlingame,|Hardware + Software|,13.601,6,0,10,21
Pocket,Productivity Software,San Francisco,|Productivity Software|Web Tools|Browser Extensions|Web Browsers|Curated Web|,7.500,10,0,9,6
Averail,Mobile,San Jose,|Mobile|,6.250,10,0,5,13
Launchpad Toys,App Stores,San Francisco,|App Stores|Apps|iPad|Education|Games|,1.117,10,0,22,9
Nodeable,Big Data,San Francisco,|Big Data|Cloud Computing|Analytics|,2.000,10,0,24,63
Azumio,Software,Palo Alto,|Software|,3.416,10,0,6,1
GoPollGo,Curated Web,Palo Alto,|Web Tools|Polling|Real Time|Curated Web|,0.425,10,0,9,6
Totango,Customer Service,Palo Alto,|Customer Service|Advertising|SaaS|Analytics|,19.300,9.83,0,22,94
Boxfish,Software,Palo Alto,|Software|Content|Television|Social Television|Real Time|Search|Analytics|,10.000,9.67,0,22,9
Joyus,E-Commerce,San Francisco,|E-Commerce|,19.400,9.56,0,7,17
MarketPage,Marketplaces,Santa Clara,|Monetization|Shopping|Facebook Applications|Marketplaces|E-Commerce|,1.000,5,0,21,31
"Machine Zone, Inc.",Games,Palo Alto,|Chat|Translation|Social Games|Mobile Games|MMO Games|FreetoPlay Gaming|Games|,13.300,9.33,0,3,29
Weddington Way,E-Commerce,San Francisco,|Social Buying|Events|Fashion|Weddings|Consumer Internet|E-Commerce|,11.500,10,0,7,88
Pinnatta,Social Media,Sunnyvale,|Social Media|Entertainment|Messaging|Mobile|,2.650,6.08,0,17,32
Cake Health,Health and Insurance,San Francisco,|Health and Insurance|Health Care|Health and Wellness|,0.150,10,0,18,5
Kuznech,Search,Sunnyvale,|Image Recognition|Visual Search|Search|,1.955,4.3,0,19,33
rollApp,SaaS,Palo Alto,|SaaS|Software|,1.350,8.67,0,22,9
Guestmob,Hotels,San Mateo,|E-Commerce|Travel|Hotels|Hospitality|,0.800,8.67,0,15,41
AliveCor,Health and Wellness,San Francisco,|Health and Wellness|,13.500,9.43,0,18,5
Airy Labs,Games,Palo Alto,|MMO Games|Social Media|Gamification|Education|Games|,1.500,10,0,3,29
Mr. Number,Mobile,San Mateo,|Mobile|,4.797,10,0,5,13
Getable,Curated Web,San Francisco,|Curated Web|,3.200,8.56,0,9,6
Parse,Android,Menlo Park,|PaaS|Cloud Computing|Android|iOS|Mobile|Enterprise Software|,7.000,8.82,0,24,63
Gild,Recruiting,San Francisco,|Recruiting|Curated Web|,25.900,9.4,0,9,6
Desmos,Education,San Francisco,|Education|Software|,0.900,8.67,0,20,18
BuildingIQ,Software,Foster City,|Software|,20.677,9,0,6,1
Verinata Health,Health and Wellness,Redwood City,|Health and Wellness|,58.250,10,0,18,5
HotLink,Virtualization,Sunnyvale,|Enterprises|Virtualization|Software|,10.000,10,0,22,9
Fanzy,Enterprise Software,San Francisco,|Advertising|Lead Generation|Incentives|Facebook Applications|Enterprise Software|,1.500,6.17,0,22,9
Backplane,Curated Web,Palo Alto,|Curated Web|,13.900,9.72,0,9,6
UpMo,Employment,Mountain View,|Human Resources|Networking|Career Management|Employment|Search|Enterprise Software|,3.700,5.33,0,26,87
